Unique.Plant.YR.ID,Unique.Plant.ID,Year,Row.ID,Species,ID,Leaf.Sample,Unique.Sample.ID,Leaf.wet.mass.g,Leaf.dry.mass.g,Leaf.thickness.mm,Image.ID,Leaf.area.mm2,Sample.Date,Bud_Num,Flower_Num,FL_2_dia,Total_Inflor_Height_cm,Fruit_Num,Infor_Culm_Num,TOTAL_Reproduction,Phen_Score.y,Seed_mass_g.x,Height.cm.y,Width.long.cm.y,Width.90.cm.y,Num.Stem_repo_Culm.y,Herb_Score.y,Above.wet.biomass.g,Below.wet.biomass.g,Root.depth.cm,Root.lateral.cm,Above.dry.biomass.g,Below.dry.biomass.g,stem.1.dia.1.mm,stem.1.dia.2.mm,stem.1.length.mm,stem.1.wet.mass.g,stem.1.dry.mass.g,stem.2.dia.1.mm,stem.2.dia.2.mm,stem.2.length.mm,stem.2.wet.mass.g,stem.2.dry.mass.g,root.seg.dia.1.mm,root.seg.dia.2.mm,root.seg.length.mm,root.seg.wet.mass.g,root.seg.dry.mass.g,total.SLA.leaves.wet.mass.g,total.SLA.leaves.dry.mass.g,total.above.wet.mass.g,total.above.dry.mass.g,total.below.wet.mass.g,total.below.dry.mass.g,Scientific_Name,Life.form,Plant.Family,Native.Exotic,Life.History,NOTES,lat,lon,elev,block,Neighbor.Density,Shannon.index,Diversity,stem.volume.mm3,stem.dry.density.g.mm3,root.volume.mm3,root.dry.density.g.mm3,LDMC.dry.wet,SLA
SIDA_896_2020,SIDA_896,2020,675,SIDA,896,1,SIDA.896.1,0.027,0.008,0.3,2020_10_04/IMG_0023,1.048,9/22/20,8,2,NA,10.1,46,34,1904,6,NA,16,53.4,33,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.014,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81557602,-111.511686,1084.478394,3,9,0.693147181,2,NA,NA,NA,NA,0.296296296,131
SIDA_896_2020,SIDA_896,2020,676,SIDA,896,2,SIDA.896.2,0.025,0.006,0.2,2020_10_04/IMG_0024,1.012,9/22/20,8,2,NA,10.1,46,34,1904,6,NA,16,53.4,33,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.014,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81557602,-111.511686,1084.478394,3,9,0.693147181,2,NA,NA,NA,NA,0.24,168.6666667
BOCO_RED69_2020,BOCO_RED69,2020,654,BOCO,RED69,2,BOCO.RED69.2,0.139,0.047,0.28,2020_10_04/IMG_0002,3.286,9/26/20,24,4,NA,20.2,10,4,152,5,0.000857143,16.1,66.5,37.7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246,0.081,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81685803,-111.510183,1065.579346,2,14,1.386294361,4,NA,NA,NA,NA,0.338129496,69.91489362
BOCO_RED69_2020,BOCO_RED69,2020,653,BOCO,RED69,1,BOCO.RED69.1,0.107,0.034,0.27,2020_10_04/IMG_0001,2.604,9/26/20,24,4,NA,20.2,10,4,152,5,0.000857143,16.1,66.5,37.7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246,0.081,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81685803,-111.510183,1065.579346,2,14,1.386294361,4,NA,NA,NA,NA,0.317757009,76.58823529
BOCO_RED52_2020,BOCO_RED52,2020,614,BOCO,RED52,2,BOCO.RED52.2,0.137,0.033,0.34,2020_09_29/IMG_0018,3.626,9/22/20,30,6,NA,36.8,5,7,287,5,0.00058,16.2,118,87.5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259,0.057,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,NA,NA,NA,NA,36,1.098612289,3,NA,NA,NA,NA,0.240875912,109.8787879
BOCO_RED52_2020,BOCO_RED52,2020,613,BOCO,RED52,1,BOCO.RED52.1,0.122,0.024,0.34,2020_09_29/IMG_0017,3.052,9/22/20,30,6,NA,36.8,5,7,287,5,0.00058,16.2,118,87.5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259,0.057,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,NA,NA,NA,NA,36,1.098612289,3,NA,NA,NA,NA,0.196721311,127.1666667
MATA_882_2020,MATA_882,2020,631,MATA,882,1,MATA.882.1,0.016,0.007,0.31,2020_09_29/IMG_0035,0.484,9/15/20,0,0,NA,NA,0,1,0,2,NA,16.7,17,15.1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.013,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81571198,-111.510767,1080.57373,7,12,1.386294361,4,NA,NA,NA,NA,0.4375,69.14285714
MATA_882_2020,MATA_882,2020,632,MATA,882,2,MATA.882.2,0.018,0.006,0.27,2020_09_29/IMG_0036,0.522,9/15/20,0,0,NA,NA,0,1,0,2,NA,16.7,17,15.1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.013,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81571198,-111.510767,1080.57373,7,12,1.386294361,4,NA,NA,NA,NA,0.333333333,87
SIDA_G72_2020,SIDA_G72,2020,671,SIDA,G72,1,SIDA.G72.1,0.018,0.005,0.26,2020_10_04/IMG_0019,0.673,9/19/20,7,0,NA,12.7,15,3,66,6,0.0012,16.8,32.8,23,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.012,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81714696,-111.510386,1073.228271,2,10,1.791759469,6,NA,NA,NA,NA,0.277777778,134.6
SIDA_G72_2020,SIDA_G72,2020,672,SIDA,G72,2,SIDA.G72.2,0.032,0.007,0.43,2020_10_04/IMG_0020,1.039,9/19/20,7,0,NA,12.7,15,3,66,6,0.0012,16.8,32.8,23,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.012,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81714696,-111.510386,1073.228271,2,10,1.791759469,6,NA,NA,NA,NA,0.21875,148.4285714
MATA_RED95_2020,MATA_RED95,2020,649,MATA,RED95,2,MATA.RED95.2,0.017,0.006,0.27,2020_09_29/IMG_0049,0.508,9/19/20,0,0,NA,17.6,1,1,1,6,NA,17.6,14.9,14.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.013,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,NA,NA,NA,NA,15,1.386294361,4,NA,NA,NA,NA,0.352941176,84.66666667
MATA_RED95_2020,MATA_RED95,2020,650,MATA,RED95,1,MATA.RED95.1,0.02,0.007,0.26,2020_09_29/IMG_0050,0.742,9/19/20,0,0,NA,17.6,1,1,1,6,NA,17.6,14.9,14.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.013,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,NA,NA,NA,NA,15,1.386294361,4,NA,NA,NA,NA,0.35,106
SIDA_925_2020,SIDA_925,2020,707,SIDA,925,1,SIDA.925.1,0.049,0.013,0.27,2020_10_05/IMG_0001,1.572,9/22/20,0,0,NA,NA,0,11,0,2,NA,17.6,40.5,33.8,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,0.022,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81582203,-111.511615,1081.37854,3,8,1.609437912,5,NA,NA,NA,NA,0.265306122,120.9230769
SIDA_925_2020,SIDA_925,2020,708,SIDA,925,2,SIDA.925.2,0.033,0.009,0.27,2020_10_05/IMG_0002,1.351,9/22/20,0,0,NA,NA,0,11,0,2,NA,17.6,40.5,33.8,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,0.022,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81582203,-111.511615,1081.37854,3,8,1.609437912,5,NA,NA,NA,NA,0.272727273,150.1111111
BOCO_1962_2020,BOCO_1962,2020,656,BOCO,1962,2,BOCO.1962.2,0.05,0.014,0.3,2020_10_04/IMG_0004,1.351,9/26/20,33,2,NA,24.5,0,2,70,4,NA,17.8,29.1,10.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,0.026,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81688704,-111.510332,1076.77417,2,16,1.386294361,4,NA,NA,NA,NA,0.28,96.5
BOCO_1962_2020,BOCO_1962,2020,655,BOCO,1962,1,BOCO.1962.1,0.042,0.012,0.26,2020_10_04/IMG_0003,1.316,9/26/20,33,2,NA,24.5,0,2,70,4,NA,17.8,29.1,10.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,0.026,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81688704,-111.510332,1076.77417,2,16,1.386294361,4,NA,NA,NA,NA,0.285714286,109.6666667
DICA_992_2020,DICA_992,2020,753,DICA,992,1,DICA.992.1,0.064,0.026,0.27,2020_10_06/IMG_0018,2.536,9/28/20,0,0,NA,NA,0,0,0,2,NA,17.8,32.3,20.4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153,0.061,NA,NA,NA,NA,Digitaria.californica,Grass,Poaceae,Native,Perennial,NA,31.817067,-111.511603,1080.88208,6,2,0.693147181,2,NA,NA,NA,NA,0.40625,97.53846154
DICA_992_2020,DICA_992,2020,754,DICA,992,2,DICA.992.2,0.089,0.035,0.24,2020_10_06/IMG_0019,3.474,9/28/20,0,0,NA,NA,0,0,0,2,NA,17.8,32.3,20.4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153,0.061,NA,NA,NA,NA,Digitaria.californica,Grass,Poaceae,Native,Perennial,NA,31.817067,-111.511603,1080.88208,6,2,0.693147181,2,NA,NA,NA,NA,0.393258427,99.25714286
FAME_874_2020,FAME_874,2020,550,FAME,874,2,FAME.874.2,0.086,0.01,0.42,2020_09_16/IMG_0014,1.357,9/15/20,0,0,NA,NA,0,1,0,2,NA,17.8,12.1,8.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.02,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81553897,-111.510754,1080.931885,7,23,1.098612289,3,NA,NA,NA,NA,0.11627907,135.7
FAME_874_2020,FAME_874,2020,549,FAME,874,1,FAME.874.1,0.094,0.01,0.4,2020_09_16/IMG_0013,1.586,9/15/20,0,0,NA,NA,0,1,0,2,NA,17.8,12.1,8.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.02,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81553897,-111.510754,1080.931885,7,23,1.098612289,3,NA,NA,NA,NA,0.106382979,158.6
CURLY_931_2020,CURLY_931,2020,667,CURLY,931,1,CURLY.931.1,0.061,0.03,0.21,2020_10_04/IMG_0015,2.994,9/27/20,0,0,NA,NA,0,0,0,2,NA,18.9,40.6,35,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,0.058,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,NA,NA,NA,NA,10,1.609437912,5,NA,NA,NA,NA,0.491803279,99.8
CURLY_931_2020,CURLY_931,2020,668,CURLY,931,2,CURLY.931.2,0.058,0.028,0.21,2020_10_04/IMG_0016,2.894,9/27/20,0,0,NA,NA,0,0,0,2,NA,18.9,40.6,35,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,0.058,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,NA,NA,NA,NA,10,1.609437912,5,NA,NA,NA,NA,0.482758621,103.3571429
FAME_38_2020,FAME_38,2020,560,FAME,38,2,FAME.38.2,0.098,0.014,0.62,2020_09_16/IMG_0024,1.149,9/16/20,6,0,NA,18.5,5,1,11,5,NA,19,20.2,18.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131,0.019,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81538399,-111.510206,1082.548706,4,18,1.791759469,6,NA,NA,NA,NA,0.142857143,82.07142857
FAME_38_2020,FAME_38,2020,559,FAME,38,1,FAME.38.1,0.033,0.005,0.51,2020_09_16/IMG_0023,0.594,9/16/20,6,0,NA,18.5,5,1,11,5,NA,19,20.2,18.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131,0.019,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81538399,-111.510206,1082.548706,4,18,1.791759469,6,NA,NA,NA,NA,0.151515152,118.8
KAGR_908_2020,KAGR_908,2020,478,KAGR,908,1,KAGR.908.1,0.193,0.069,0.37,2020_09_12/IMG_0018,5.224,9/10/20,5,1,NA,15.3,3,3,27,5,0.002928571,20.5,29,19.2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302,0.113,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81717797,-111.510575,1070.35144,2,10,1.386294361,4,NA,NA,NA,NA,0.357512953,75.71014493
KAGR_908_2020,KAGR_908,2020,479,KAGR,908,2,KAGR.908.2,0.109,0.044,0.37,2020_09_12/IMG_0019,3.614,9/10/20,5,1,NA,15.3,3,3,27,5,0.002928571,20.5,29,19.2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302,0.113,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81717797,-111.510575,1070.35144,2,10,1.386294361,4,NA,NA,NA,NA,0.403669725,82.13636364
SAIB_1992_2020,SAIB_1992,2020,450,SAIB,1992,3,SAIB.1992.3,0.008,0.0026,0.75,2020_09_11/IMG_0029,0.127,9/10/20,0,0,NA,NA,0,5,0,2,NA,21.1,17,12.2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.0099,NA,NA,NA,NA,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81807601,-111.511857,1074.668579,8,14,1.386294361,4,NA,NA,NA,NA,0.325,48.84615385
SAIB_1992_2020,SAIB_1992,2020,448,SAIB,1992,1,SAIB.1992.1,0.017,0.0043,1.23,2020_09_11/IMG_0027,0.222,9/10/20,0,0,NA,NA,0,5,0,2,NA,21.1,17,12.2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.0099,NA,NA,NA,NA,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81807601,-111.511857,1074.668579,8,14,1.386294361,4,NA,NA,NA,NA,0.252941176,51.62790698
SAIB_1992_2020,SAIB_1992,2020,449,SAIB,1992,2,SAIB.1992.2,0.011,0.003,0.98,2020_09_11/IMG_0028,0.174,9/10/20,0,0,NA,NA,0,5,0,2,NA,21.1,17,12.2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.0099,NA,NA,NA,NA,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81807601,-111.511857,1074.668579,8,14,1.386294361,4,NA,NA,NA,NA,0.272727273,58
DICA_903_2020,DICA_903,2020,748,DICA,903,2,DICA.903.2,0.052,0.019,0.23,2020_10_06/IMG_0013,3.006,9/28/20,0,67,NA,14.4,0,2,134,6,0.000275,21.2,35.4,33.8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,0.044,NA,NA,NA,NA,Digitaria.californica,Grass,Poaceae,Native,Perennial,NA,31.81711804,-111.510521,1074.61438,2,3,1.098612289,3,NA,NA,NA,NA,0.365384615,158.2105263
DICA_903_2020,DICA_903,2020,747,DICA,903,1,DICA.903.1,0.05,0.025,0.21,2020_10_06/IMG_0012,5.419,9/28/20,0,67,NA,14.4,0,2,134,6,0.000275,21.2,35.4,33.8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,0.044,NA,NA,NA,NA,Digitaria.californica,Grass,Poaceae,Native,Perennial,NA,31.81711804,-111.510521,1074.61438,2,3,1.098612289,3,NA,NA,NA,NA,0.5,216.76
BOCO_1998_2020,BOCO_1998,2020,612,BOCO,1998,2,BOCO.1998.2,0.167,0.039,0.34,2020_09_29/IMG_0016,3.458,9/19/20,19,4,NA,20.5,7,3,90,5,6.00E-04,21.5,98.6,93.8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.071,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81812597,-111.511909,1072.805908,8,12,2.145841753,4,NA,NA,NA,NA,0.233532934,88.66666667
BOCO_1998_2020,BOCO_1998,2020,611,BOCO,1998,1,BOCO.1998.1,0.123,0.032,0.32,2020_09_29/IMG_0015,3.442,9/19/20,19,4,NA,20.5,7,3,90,5,6.00E-04,21.5,98.6,93.8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.071,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81812597,-111.511909,1072.805908,8,12,2.145841753,4,NA,NA,NA,NA,0.260162602,107.5625
HETERO_100_2020,HETERO_100,2020,732,HETERO,100,2,HETERO.100.2,0.077,0.033,0.17,2020_10_05/IMG_0026,4.75,9/19/20,0,6,NA,34.2,0,1,6,6,NA,21.5,25.7,16,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,0.056,NA,NA,NA,NA,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.817111,-111.511701,1080.572754,6,4,0.693147181,2,NA,NA,NA,NA,0.428571429,143.9393939
HETERO_100_2020,HETERO_100,2020,731,HETERO,100,1,HETERO.100.1,0.05,0.023,0.14,2020_10_05/IMG_0025,3.705,9/19/20,0,6,NA,34.2,0,1,6,6,NA,21.5,25.7,16,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,0.056,NA,NA,NA,NA,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.817111,-111.511701,1080.572754,6,4,0.693147181,2,NA,NA,NA,NA,0.46,161.0869565
MATA_99_2020,MATA_99,2020,620,MATA,99,2,MATA.99.2,0.019,0.009,0.23,2020_09_29/IMG_0024,0.541,9/18/20,0,0,NA,NA,0,1,0,2,NA,21.5,13,10.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.0153,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81715601,-111.510335,1077.093262,2,10,0.693147181,2,NA,NA,NA,NA,0.473684211,60.11111111
MATA_99_2020,MATA_99,2020,619,MATA,99,1,MATA.99.1,0.015,0.0063,0.28,2020_09_29/IMG_0023,0.425,9/18/20,0,0,NA,NA,0,1,0,2,NA,21.5,13,10.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.0153,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81715601,-111.510335,1077.093262,2,10,0.693147181,2,NA,NA,NA,NA,0.42,67.46031746
AMCO_1000_2020,AMCO_1000,2020,486,AMCO,1000,1,AMCO.1000.1,0.161,0.071,0.44,2020_09_14/IMG_0007,4.049,9/11/20,14,0,NA,NA,0,1,14,2,NA,21.6,8,7.2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384,0.155,NA,NA,NA,NA,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,NA,NA,NA,NA,11,1.098612289,3,NA,NA,NA,NA,0.440993789,57.02816901
AMCO_1000_2020,AMCO_1000,2020,487,AMCO,1000,2,AMCO.1000.2,0.223,0.084,0.48,2020_09_14/IMG_0008,5.249,9/11/20,14,0,NA,NA,0,1,14,2,NA,21.6,8,7.2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384,0.155,NA,NA,NA,NA,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,NA,NA,NA,NA,11,1.098612289,3,NA,NA,NA,NA,0.376681614,62.48809524
FAME_RED89_2020,FAME_RED89,2020,571,FAME,RED89,1,FAME.RED89.1,0.054,0.01,0.25,2020_09_22/IMG_0003,1.105,9/18/20,0,0,NA,NA,4,4,16,6,NA,21.6,15.2,13.9,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,0.015,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81947998,-111.511258,1071.926514,5,15,1.791759469,6,NA,NA,NA,NA,0.185185185,110.5
FAME_RED89_2020,FAME_RED89,2020,572,FAME,RED89,2,FAME.RED89.2,0.04,0.005,0.23,2020_09_22/IMG_0004,0.767,9/18/20,0,0,NA,NA,4,4,16,6,NA,21.6,15.2,13.9,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,0.015,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81947998,-111.511258,1071.926514,5,15,1.791759469,6,NA,NA,NA,NA,0.125,153.4
SAIB_76_2020,SAIB_76,2020,503,SAIB,76,2,SAIB.76.2,0.007,0.0015,0.76,2020_09_14/IMG_0024,0.1,9/11/20,0,25,NA,21.8,0,3,75,5,NA,21.8,17.1,16.5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,0.0031,NA,NA,NA,NA,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.816996,-111.511708,1079.981689,6,10,0.693147181,2,NA,NA,NA,NA,0.214285714,66.66666667
SAIB_76_2020,SAIB_76,2020,502,SAIB,76,1,SAIB.76.1,0.006,0.0016,0.74,2020_09_14/IMG_0023,0.132,9/11/20,0,25,NA,21.8,0,3,75,5,NA,21.8,17.1,16.5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,0.0031,NA,NA,NA,NA,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.816996,-111.511708,1079.981689,6,10,0.693147181,2,NA,NA,NA,NA,0.266666667,82.5
MATA_3_2020,MATA_3,2020,628,MATA,3,2,MATA.3.2,0.011,0.005,0.25,2020_09_29/IMG_0032,0.389,9/18/20,0,0,NA,23.5,3,1,3,6,NA,22.5,22.8,19.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.0076,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.817183,-111.510453,1074.833252,2,9,1.098612289,3,NA,NA,NA,NA,0.454545455,77.8
MATA_3_2020,MATA_3,2020,627,MATA,3,1,MATA.3.1,0.006,0.0026,0.24,2020_09_29/IMG_0031,0.276,9/18/20,0,0,NA,23.5,3,1,3,6,NA,22.5,22.8,19.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.0076,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.817183,-111.510453,1074.833252,2,9,1.098612289,3,NA,NA,NA,NA,0.433333333,106.1538462
SIDA_918_2020,SIDA_918,2020,785,SIDA,918,1,SIDA.918.1,0.006,0.0051,0.24,2020_10_07/IMG_0015,0.355,9/23/20,2,0,NA,22.9,0,17,34,3,NA,22.9,49.6,32.2,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,0.0151,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81535097,-111.511842,1085.26355,3,9,2.751666617,5,NA,NA,NA,NA,0.85,69.60784314
